index,title,genres,tag
2399,Prancer (1989),Children|Drama|Fantasy,factory
2400,Pale Rider (1985),Western,pool
2401,Rambo: First Blood Part II (1985),Action|Adventure|Thriller,court
2402,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller,evolution
2403,Rambo III (1988),Action|Adventure|Thriller|War,religion
2404,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,class
2405,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,Nick Hornby
2406,Cocoon (1985),Comedy|Sci-Fi,Peter Pan
2407,Cocoon: The Return (1988),Comedy|Sci-Fi,In Netflix queue
2408,Rocky II (1979),Action|Drama,death
2409,Rocky III (1982),Action|Drama,journalism
2410,Rocky IV (1985),Action|Drama,In Netflix queue
2411,Rocky V (1990),Action|Drama,transplants
2412,Clue (1985),Comedy|Crime|Mystery|Thriller,alternate endings
2413,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller,families
2414,Violets Are Blue... (1986),Drama|Romance,psychiatrist
2415,Back to School (1986),Comedy,priest
2416,Heartburn (1986),Comedy|Drama,rabbi
2417,Nothing in Common (1986),Comedy,show business
2418,Extremities (1986),Drama|Thriller,1920s
2419,"Karate Kid, The (1984)",Drama,Gambling
2420,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,golf
2421,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama,1970s
2422,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy,suicide
2423,You've Got Mail (1998),Comedy|Romance,In Netflix queue
2424,"General, The (1998)",Crime,business
2425,"Thin Red Line, The (1998)",Action|Drama|War,religion
2427,"Faculty, The (1998)",Horror|Sci-Fi,Pee Wee Herman
2428,Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller,mining
2429,Mighty Joe Young (1949),Adventure|Children|Drama,Christmas
2430,Patch Adams (1998),Comedy|Drama,In Netflix queue
2431,Stepmom (1998),Drama,Coen Brothers
2432,"Civil Action, A (1998)",Drama,television
2433,Hurlyburly (1998),Drama,Shakespeare
2435,Tea with Mussolini (1999),Comedy|Drama|War,Vietnam
2436,Affliction (1997),Drama,spying
2439,Hilary and Jackie (1998),Drama,police
2442,Playing by Heart (1998),Drama|Romance,superhero
2443,At First Sight (1999),Drama,court
2445,In Dreams (1999),Horror|Thriller,court
2446,Varsity Blues (1999),Comedy|Drama,missing children
2447,Virus (1999),Horror|Sci-Fi,diabetes
2448,Howard the Duck (1986),Adventure|Comedy|Sci-Fi,disability
2450,"Gate, The (1987)",Horror,In Netflix queue
2451,"Boy Who Could Fly, The (1986)",Drama|Fantasy,televangelist
2453,"Fly, The (1958)",Horror|Mystery|Sci-Fi,superhero
2454,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller,journalism
2455,"Fly II, The (1989)",Horror|Sci-Fi,music
2456,Running Scared (1986),Action|Comedy,Rolling Stone
2457,Armed and Dangerous (1986),Comedy|Crime,blindness
2458,"Texas Chainsaw Massacre, The (1974)",Horror,factory
2459,"Texas Chainsaw Massacre 2, The (1986)",Horror,Dogs
2460,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror,invisibility
2462,Ruthless People (1986),Comedy,drug abuse
2463,Deadly Friend (1986),Horror,In Netflix queue
2465,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller,ballet
2467,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,family
2468,Peggy Sue Got Married (1986),Comedy|Drama,Dr. Seuss
2469,Crocodile Dundee (1986),Adventure|Comedy,superhero
2470,Crocodile Dundee II (1988),Action|Adventure|Comedy,china
2471,Tough Guys (1986),Comedy,martial arts
2472,Soul Man (1986),Comedy,business
2473,"Color of Money, The (1986)",Drama,stand-up comedy
2474,52 Pick-Up (1986),Action|Mystery|Thriller,writing
2475,Heartbreak Ridge (1986),Action|War,Edith Wharton
2476,Firewalker (1986),Adventure,pageant
2477,¡Three Amigos! (1986),Comedy|Western,bluegrass
2478,My Name Is Joe (1998),Drama|Romance,movies
2481,Still Crazy (1998),Comedy|Romance,based on a TV show
2482,"Day of the Beast, The (Día de la Bestia, El) (1995)",Adventure|Comedy|Thriller,Quakers
2483,She's All That (1999),Comedy|Romance,psychopaths
2485,Peeping Tom (1960),Drama|Horror|Thriller,zombies
2488,Payback (1999),Action|Thriller,Tennessee Williams
2490,Simply Irresistible (1999),Comedy|Romance,In Netflix queue
2491,20 Dates (1998),Comedy|Romance,demons
2492,"Harmonists, The (1997)",Drama,death penalty
2493,"Last Days, The (1998)",Documentary,homeless
2494,"Fantastic Planet, The (Planète sauvage, La) (1973)",Animation|Sci-Fi,New York
2495,Blast from the Past (1999),Comedy|Romance,reality TV
2496,Message in a Bottle (1999),Romance,Eugene O'Neill
2497,My Favorite Martian (1999),Comedy|Sci-Fi,In Netflix queue
2498,Jawbreaker (1999),Comedy,Christmas
2500,October Sky (1999),Drama,Bible
2501,Office Space (1999),Comedy|Crime,religion
2502,"Apple, The (Sib) (1998)",Drama,preacher
2503,200 Cigarettes (1999),Comedy|Drama,religion
2504,8MM (1999),Drama|Mystery|Thriller,sexuality
2505,"Other Sister, The (1999)",Comedy|Drama|Romance,In Netflix queue
2506,"Long Goodbye, The (1973)",Crime|Film-Noir,virginity
2511,"Ballad of Narayama, The (Narayama bushiko) (1983)",Drama,Hannibal Lecter
2512,Pet Sematary (1989),Horror,serial killer
2513,Pet Sematary II (1992),Comedy|Horror,von Bulow
2514,Children of the Corn II: The Final Sacrifice (1993),Horror,college
2515,Children of the Corn III (1994),Horror,In Netflix queue
2516,Christine (1983),Horror,football
2517,Night Shift (1982),Comedy,Backwards. memory
2518,Airport (1970),Drama,spying
2520,Airport 1975 (1974),Action|Drama|Thriller,singletons
2521,Airport '77 (1977),Drama,Nabokov
2522,Rollercoaster (1977),Drama|Thriller,alcoholism
2523,"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller,Union
2524,Alligator (1980),Action|Horror|Sci-Fi,death
2525,Meteor (1979),Sci-Fi,fairy tales
2526,Westworld (1973),Action|Sci-Fi|Thriller|Western,In Netflix queue
2527,Logan's Run (1976),Action|Adventure|Sci-Fi,figure skating
2528,Planet of the Apes (1968),Action|Drama|Sci-Fi,race
2529,Beneath the Planet of the Apes (1970),Action|Sci-Fi,rasicm
2530,Battle for the Planet of the Apes (1973),Action|Sci-Fi,Strangers on a Train
2531,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,Holocaust
2532,Escape from the Planet of the Apes (1971),Action|Sci-Fi,In Netflix queue
2533,Avalanche (1978),Action,adultery
2534,Earthquake (1974),Action|Drama|Thriller,men in drag
2535,Beyond the Poseidon Adventure (1979),Adventure,robots
2537,Dancemaker (1998),Documentary,accident
2538,Analyze This (1999),Comedy,race
2539,"Corruptor, The (1999)",Action|Crime|Drama|Thriller,In Netflix queue
2540,Cruel Intentions (1999),Drama,lawyers
2541,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,heist
2542,"School of Flesh, The (École de la chair, L') (1998)",Drama|Romance,rape
2544,"Deep End of the Ocean, The (1999)",Drama,twins
2546,"Rage: Carrie 2, The (1999)",Horror,circus
2548,Wing Commander (1999),Action|Sci-Fi,Africa
2549,"Haunting, The (1963)",Horror|Thriller,immigrants
2550,Dead Ringers (1988),Drama|Horror|Thriller,New York
2551,My Boyfriend's Back (1993),Comedy,aliens
2552,Village of the Damned (1960),Horror|Sci-Fi|Thriller,hippies
2553,Children of the Damned (1963),Horror|Sci-Fi|Thriller,robots
2554,Baby Geniuses (1999),Comedy,kidnapping
2555,I Stand Alone (Seul contre tous) (1998),Drama|Thriller,remade
2557,Forces of Nature (1999),Comedy|Romance,twins
2558,"King and I, The (1999)",Animation|Children,time travel
2559,Ravenous (1999),Horror|Thriller,doctors
2560,True Crime (1999),Crime|Thriller,babies
2561,Dangerous Beauty (1998),Drama,baseball
2563,"King and I, The (1956)",Drama|Musical|Romance,dinosaurs
2565,Doug's 1st Movie (1999),Animation|Children,Hollywood
2566,EDtv (1999),Comedy,movie business
2567,"Mod Squad, The (1999)",Action|Crime,adolescence
2568,"Walk on the Moon, A (1999)",Drama|Romance,dogs
2570,"Matrix, The (1999)",Action|Sci-Fi|Thriller,television
2571,10 Things I Hate About You (1999),Comedy|Romance,In Netflix queue
2572,Tango (1998),Drama|Musical,prodigies
2573,"Out-of-Towners, The (1999)",Comedy,family
2574,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama,remake
2575,Metroland (1997),Comedy|Drama,Nuclear disaster
2577,Following (1998),Crime|Mystery|Thriller,union
2579,Go (1999),Comedy|Crime,NASA
2580,Never Been Kissed (1999),Comedy|Romance,space
2581,Twin Dragons (Shuang long hui) (1992),Action|Comedy,wedding
2582,Cookie's Fortune (1999),Comedy|Drama,Loretta Lynn
2583,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance,Judaism
2585,Goodbye Lover (1999),Comedy|Crime|Thriller,Tradition!
2586,Life (1999),Comedy|Crime|Drama,aliens
2587,Friends & Lovers (1999),Comedy|Drama|Romance,psychiatrist
2589,Hideous Kinky (1998),Drama,time travel
2590,"Monster, The (Mostro, Il) (1994)",Comedy,Coen Brothers
2593,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller,Magic
2594,SLC Punk! (1998),Comedy|Drama,Wizards
2596,Lost & Found (1999),Comedy|Romance,ghosts
2597,Pushing Tin (1999),Comedy,psychology
2598,Election (1999),Comedy,heist
2599,eXistenZ (1999),Action|Sci-Fi|Thriller,In Netflix queue
2600,Entrapment (1999),Crime|Thriller,nightclub
2605,Idle Hands (1999),Comedy|Horror,singers
2606,Get Real (1998),Drama|Romance,whimsical
2607,"King of Masks, The (Bian Lian) (1996)",Drama,new york
2609,"Winslow Boy, The (1999)",Drama,time travel
2611,Mildred Pierce (1945),Drama|Film-Noir,Tolkein
2612,Night of the Comet (1984),Comedy|Horror|Sci-Fi,racism
2613,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi,Agatha Christie
2614,My Science Project (1985),Adventure|Sci-Fi,court
2615,Dick Tracy (1990),Action|Crime,cross dressing
2616,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,Judaism
2617,"Castle, The (1997)",Comedy,race
2618,This Is My Father (1998),Drama|Romance,Ghost
2620,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy,Dumas
2622,Trippin' (1999),Comedy,revenge
2623,After Life (Wandafuru raifu) (1998),Drama|Fantasy,movie business
2624,Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller,In Netflix queue
2625,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,India
2628,"Love Letter, The (1999)",Comedy|Romance,baseball
2629,Besieged (a.k.a. L' Assedio) (1998),Drama,religion
2630,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Adventure|Drama|Mystery,In Netflix queue
2632,"Mummy, The (1932)",Horror|Romance,In Netflix queue
2633,"Mummy, The (1959)",Horror,crime
2634,Mommie Dearest (1981),Drama,In Netflix queue
2639,Superman (1978),Action|Adventure|Sci-Fi,samurai
2640,Superman II (1980),Action|Sci-Fi,religion
2641,Superman III (1983),Action|Adventure|Sci-Fi,In Netflix queue
2642,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,World War II
2643,Dracula (1931),Horror,superhero
2644,Frankenstein (1931),Drama|Horror|Sci-Fi,blind
2648,Frankenstein Meets the Wolf Man (1943),Horror,Nick Hornby
2651,"Curse of Frankenstein, The (1957)",Horror,anti-Semitism
2652,"Wolf Man, The (1941)",Drama|Fantasy|Horror,Judaism
2654,Howling II: Your Sister Is a Werewolf (1985),Horror,boxing
2655,Tarantula (1955),Horror|Sci-Fi,books
2656,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,future
2657,It Came from Hollywood (1982),Comedy|Documentary,Australia
2659,"Thing from Another World, The (1951)",Horror|Sci-Fi,sisterhood
2660,It Came from Outer Space (1953),Sci-Fi,women
2661,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi,disability
2662,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller,mental illness
2664,Earth vs. the Flying Saucers (1956),Sci-Fi,Oscar Wilde
2665,Swamp Thing (1982),Horror|Sci-Fi,In Netflix queue
2668,Pork Chop Hill (1959),War,movie business
2669,Run Silent Run Deep (1958),War,In Netflix queue
2670,Notting Hill (1999),Comedy|Romance,aliens
2671,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,adultery
2672,"Loss of Sexual Innocence, The (1999)",Drama|Fantasy,younger men
2674,Instinct (1999),Drama|Thriller,AS Byatt
2676,Buena Vista Social Club (1999),Documentary|Musical,books
2677,Free Enterprise (1998),Comedy|Romance|Sci-Fi,photography
2681,Limbo (1999),Drama,psychopaths
2682,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,homeless
2683,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery,adolescence
2686,Tarzan (1999),Adventure|Animation|Children|Drama,Animal movie
2687,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller,crime
2688,"Ideal Husband, An (1999)",Comedy|Romance,heist
2690,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Drama,anime
2691,Run Lola Run (Lola rennt) (1998),Action|Crime,Bible
2692,Trekkies (1997),Documentary,Hannibal Lecter
2693,Big Daddy (1999),Comedy,bombs
2694,"Boys, The (1998)",Drama,baseball
2695,"Dinner Game, The (Dîner de cons, Le) (1998)",Comedy,Lou Gehrig
2696,My Son the Fanatic (1997),Comedy|Drama|Romance,violence in america
2697,Zone 39 (1997),Sci-Fi,pudding
2698,Arachnophobia (1990),Comedy|Horror,Holocaust
2699,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,Girl Power
2700,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western,made me cry
2701,Summer of Sam (1999),Drama,orphans
2702,American Pie (1999),Comedy|Romance,In Netflix queue
2706,Arlington Road (1999),Thriller,Judaism
2707,"Autumn Tale, An (Conte d'automne) (1998)",Romance,World War I
2708,Muppets From Space (1999),Children|Comedy,art
2709,"Blair Witch Project, The (1999)",Drama|Horror|Thriller,dating
2710,Eyes Wide Shut (1999),Drama|Mystery|Thriller,teenagers
2712,Lake Placid (1999),Horror|Thriller,salute to Douglas Sirk
2713,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,Magic
2716,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,Wizards
2717,Drop Dead Gorgeous (1999),Comedy,music business
2718,"Haunting, The (1999)",Horror|Thriller,short films
2719,Inspector Gadget (1999),Action|Adventure|Children|Comedy,Graham Greene
2720,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller,coma
2722,Mystery Men (1999),Action|Comedy|Fantasy,Africa
2723,Runaway Bride (1999),Comedy|Romance,Tolkein
2724,Twin Falls Idaho (1999),Drama,crime
2725,"Killing, The (1956)",Crime|Film-Noir,nightclub
2726,Killer's Kiss (1955),Crime|Film-Noir,anime
2727,Spartacus (1960),Action|Drama|Romance|War,crime
2728,Lolita (1962),Drama|Romance,court
2729,Barry Lyndon (1975),Drama|Romance|War,jazz
2730,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama,murder
2731,Jules and Jim (Jules et Jim) (1961),Drama|Romance,Dickens
2732,Vibes (1988),Adventure|Comedy|Romance,Holocaust
2733,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller,drugs
2734,"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery,planes
2735,Brighton Beach Memoirs (1986),Comedy,widows/widowers
2736,Assassination (1987),Action|Drama|Thriller,television
2737,Crimes of the Heart (1986),Comedy|Drama,crime
2738,"Color Purple, The (1985)",Drama,photography
2739,"Kindred, The (1986)",Horror|Sci-Fi,violence
2740,No Mercy (1986),Action|Crime|Thriller,class
2741,Ménage (Tenue de soirée) (1986),Comedy|Drama,In Netflix queue
2742,Native Son (1986),Drama,motherhood
2743,Otello (1986),Drama,race
2744,"Mission, The (1986)",Drama,In Netflix queue
2745,Little Shop of Horrors (1986),Comedy|Horror|Musical,doll
2746,"Little Shop of Horrors, The (1960)",Comedy|Horror,ghosts
2747,Allan Quatermain and the Lost City of Gold (1987),Action|Adventure|Comedy,Chile
2748,"Morning After, The (1986)",Drama|Mystery,politics
2749,Radio Days (1987),Comedy|Drama,South America
2750,From the Hip (1987),Comedy|Drama,spoof
2751,Outrageous Fortune (1987),Comedy|Mystery,England
2752,Deadtime Stories (1987),Horror,adolescence
2754,Frances (1982),Drama,obsession
2757,Dick (1999),Comedy,horses
2759,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,blind
2761,"Sixth Sense, The (1999)",Drama|Horror|Mystery,blindness
2762,"Thomas Crown Affair, The (1999)",Action|Mystery,race
2763,"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller,Civil War
2764,"Acid House, The (1998)",Comedy|Drama,Stephen Crane
2765,"Adventures of Sebastian Cole, The (1998)",Comedy|Drama,Day and Hudson
2766,"Yards, The (2000)",Crime|Drama,sexuality
2769,Bowfinger (1999),Comedy,books
2770,Brokedown Palace (1999),Drama,Stones of Summer
2771,Detroit Rock City (1999),Comedy,mental illness
2772,Better Than Chocolate (1999),Comedy|Romance,England
2774,Head On (1998),Drama,World War II
2775,Heaven Can Wait (1978),Comedy,soccer
2779,Pit and the Pendulum (1961),Horror,In Netflix queue
2782,"Masque of the Red Death, The (1964)",Horror,animal movie
2784,Haunted Honeymoon (1986),Comedy,lions
2786,Cat's Eye (1985),Horror,Holocaust
2787,Monty Python's And Now for Something Completely Different (1971),Comedy,World War II
2788,Damien: Omen II (1978),Horror,immigrants
2789,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror|Thriller,television
2790,Airplane! (1980),Comedy,In Netflix queue
2791,Airplane II: The Sequel (1982),Comedy,prostitution
2792,"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller,screwball
2793,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance,adolescence
2794,National Lampoon's Vacation (1983),Comedy,Big Brothers
2795,Funny Farm (1988),Comedy,L.A.
2796,Big (1988),Comedy|Drama|Fantasy|Romance,crime
2797,Problem Child (1990),Children|Comedy,amnesia
2798,Problem Child 2 (1991),Comedy,gangs
2799,Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy,Titanic
2800,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance,prostitution
2801,Tequila Sunrise (1988),Action|Drama|Romance|Thriller,mockumentary
2802,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller,children
2803,"Christmas Story, A (1983)",Children|Comedy,birds
2804,Mickey Blue Eyes (1999),Comedy|Romance,Ray Bradbury
2805,Teaching Mrs. Tingle (1999),Comedy|Thriller,lawyers
2806,Universal Soldier: The Return (1999),Action|Sci-Fi,1970s
2807,Universal Soldier (1992),Action|Sci-Fi,movies
2808,Perfect Blue (1997),Animation|Horror|Mystery|Thriller,spelling bee
2810,In Too Deep (1999),Action|Thriller,Jean Grey
2812,"Source, The (1999)",Documentary,Magneto
2813,Iron Eagle (1986),Action|War,Rogue
2815,Iron Eagle II (1988),Action|War,superhero
2816,Aces: Iron Eagle III (1992),Action,Wolverine
2817,Iron Eagle IV (1995),Action|War,teachers
2818,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller,gambling
2819,Hamlet (1964),Drama,trains
2820,Medicine Man (1992),Adventure|Romance,art
2822,On the Ropes (1999),Documentary|Drama,anime
2824,"13th Warrior, The (1999)",Action|Adventure|Fantasy,retro
2826,"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller,movies
2827,Dudley Do-Right (1999),Children|Comedy,religion
2828,"Muse, The (1999)",Comedy,In Netflix queue
2829,Chill Factor (1999),Action|Adventure|Comedy|Thriller,They Might Be Giants
2835,Outside Providence (1999),Comedy,Disney
2836,Bedrooms & Hallways (1998),Comedy|Romance,fish
2837,West Beirut (West Beyrouth) (1998),Drama,heist
2839,Stigmata (1999),Drama|Thriller,child abuse
2840,Stir of Echoes (1999),Horror|Mystery|Thriller,Girl Power
2841,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,Ninotchka remake
2843,"Minus Man, The (1999)",Drama|Mystery,crime
2844,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama,Olympics
2846,Only Angels Have Wings (1939),Adventure|Drama|Romance,Tokyo
2847,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama,Civil War
2848,Saturn 3 (1980),Adventure|Sci-Fi|Thriller,movie business
2851,"Soldier's Story, A (1984)",Drama,In Netflix queue
2852,I Saw What You Did (1965),Thriller,Nazis
2856,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical,In Netflix queue
2857,American Beauty (1999),Drama|Romance,zombies
2858,Stop Making Sense (1984),Documentary|Musical,fugitive
2859,Blue Streak (1999),Comedy,In Netflix queue
2860,For Love of the Game (1999),Comedy|Drama,politics
2861,Caligula (1979),Drama,swashbuckler
2862,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical,swashbuckler
2863,Sugar Town (1999),Comedy,Dodie Smith
2865,"Buddy Holly Story, The (1978)",Drama,flood
2866,Fright Night (1985),Comedy|Horror|Thriller,immigration
2867,Fright Night Part II (1988),Horror,horses
2868,Barefoot in the Park (1967),Comedy,Japan
2870,Deliverance (1972),Adventure|Drama|Thriller,religion
2871,Excalibur (1981),Adventure|Fantasy,marriage
2872,"Pajama Game, The (1957)",Comedy|Musical|Romance,Othello
2874,Sommersby (1993),Drama|Mystery|Romance,Bible
2875,Thumbelina (1994),Animation|Children|Fantasy,cancer
2876,Tommy (1975),Musical,road trip
2877,Hell Night (1981),Horror,blindness
2878,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy,family
2879,Armour of God (Long xiong hu di) (1987),Action|Adventure|Comedy,multiple roles
2880,Double Jeopardy (1999),Action|Crime|Drama|Thriller,murder
2881,Jakob the Liar (1999),Drama,ballet
2882,Mumford (1999),Comedy|Drama,Clousseau
2883,Dog Park (1998),Comedy|Romance,FBI
2884,Guinevere (1999),Drama|Romance,In Netflix queue
2885,"Adventures of Elmo in Grouchland, The (1999)",Children|Comedy,terminal illness
2886,Simon Sez (1999),Action|Comedy,con men
2887,Drive Me Crazy (1999),Comedy|Romance,fatherhood
2888,"Mystery, Alaska (1999)",Comedy|Drama,vertriloquism
2889,Three Kings (1999),Action|Adventure|Comedy|Drama|War,Japan
2890,"Happy, Texas (1999)",Comedy,In Netflix queue
2891,New Rose Hotel (1998),Action|Drama,In Netflix queue
2892,Plunkett & MaCleane (1999),Action|Adventure|Drama,matchmaker
2893,Romance (1999),Drama|Romance,vampire
2894,Alvarez Kelly (1966),Western,Animal movie
2896,And the Ship Sails On (E la nave va) (1983),Comedy|War,religion
2897,"Dark Half, The (1993)",Horror|Mystery,adultery
2898,Gulliver's Travels (1939),Adventure|Animation|Children,terminal illness
2899,Monkey Shines (1988),Horror|Sci-Fi,biking
2900,Phantasm (1979),Horror|Sci-Fi,India
2901,Psycho II (1983),Horror|Mystery|Thriller,Lonesome Polecat
2902,Psycho III (1986),Horror|Thriller,In Netflix queue
2903,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama,journalism
2905,Random Hearts (1999),Drama|Romance,Watergate
2906,Superstar (1999),Comedy,pregnancy
2907,Boys Don't Cry (1999),Drama,Food
2908,"Limey, The (1999)",Crime|Drama|Thriller,british comedy
2912,Risky Business (1983),Comedy,domestic violence
2915,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,werewolf
2916,Body Heat (1981),Crime|Thriller,amnesia
2917,Ferris Bueller's Day Off (1986),Comedy,Christmas
2918,"Year of Living Dangerously, The (1982)",Drama|Romance|War,black and white
2919,High Plains Drifter (1973),Western,Capote
2921,Hang 'Em High (1968),Crime|Drama|Western,crime
2922,Drunken Master (Jui kuen) (1978),Action|Comedy,death penalty
2924,"Conformist, The (Conformista, Il) (1970)",Drama,murder
2925,Hairspray (1988),Comedy|Drama,biopic
2926,Brief Encounter (1946),Drama|Romance,school
2927,"Razor's Edge, The (1984)",Drama,trains
2928,Reds (1981),Drama|Romance,child abuse
2929,Return with Honor (1998),Documentary,kidnapping
2930,Time of the Gypsies (Dom za vesanje) (1989),Comedy|Crime|Drama|Fantasy,martial arts
2931,Days of Heaven (1978),Drama,revenge
2932,"Lady Eve, The (1941)",Comedy|Romance,Thanksgiving
2935,Sullivan's Travels (1941),Adventure|Comedy|Romance,adolescence
2936,"Palm Beach Story, The (1942)",Comedy,violence in america
2937,Niagara (1953),Drama|Thriller,transplants
2939,Gilda (1946),Drama|Film-Noir|Mystery|Romance,Rita Hayworth can dance!
2940,South Pacific (1958),Musical|Romance|War,India
2941,Flashdance (1983),Drama|Romance,journalism
2942,Indochine (1992),Drama|Romance,christmas
2943,"Dirty Dozen, The (1967)",Action|Drama|War,remake
2944,Help! (1965),Comedy|Musical,wedding
2946,Goldfinger (1964),Action|Adventure|Thriller,music business
2947,From Russia with Love (1963),Action|Adventure|Thriller,rap
2948,Dr. No (1962),Action|Adventure|Thriller,Amish
2949,"Blue Lagoon, The (1980)",Adventure|Drama|Romance,Hepburn and Tracy
2950,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western,Cold War
2951,Sydney (Hard Eight) (1996),Crime|Drama|Thriller,religion
2952,Home Alone 2: Lost in New York (1992),Children|Comedy,Dickens
2953,Someone to Watch Over Me (1987),Action|Crime|Thriller,saint
2956,Fight Club (1999),Action|Crime|Drama|Thriller,family
2959,"Story of Us, The (1999)",Comedy|Drama,good and evil
2961,Fever Pitch (1997),Comedy|Romance,court
2962,Julien Donkey-Boy (1999),Drama,Scott Turow
2964,"Omega Code, The (1999)",Action,In Netflix queue
2965,"Straight Story, The (1999)",Adventure|Drama,In Netflix queue
2966,"Bad Seed, The (1956)",Drama|Thriller,Astaire and Rogers
2967,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi,Astaire and Rogers
2968,"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance,Astaire and Rogers
2969,Fitzcarraldo (1982),Adventure|Drama,Astaire and Rogers
2970,All That Jazz (1979),Drama|Fantasy|Musical,horses
2971,Red Sorghum (Hong gao liang) (1987),Drama|War,terminal illness
2972,Crimes and Misdemeanors (1989),Comedy|Crime|Drama,birds
2973,Bats (1999),Horror|Thriller,prison
2974,"Best Man, The (1999)",Comedy|Drama,In Netflix queue
2975,Bringing Out the Dead (1999),Drama,Shakespeare
2976,Crazy in Alabama (1999),Comedy|Drama,cattle drive
2977,Three to Tango (1999),Comedy|Romance,In Netflix queue
2978,Body Shots (1999),Drama,Clousseau
2979,"Guardian, The (1990)",Horror|Thriller,disability
2982,"Ipcress File, The (1965)",Thriller,George Bernard Shaw
2983,On Any Sunday (1971),Documentary,E.M. Forster
2984,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,In Netflix queue
2985,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller,martial arts
2986,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,Marx brothers
